Municipio;Microrregiao;Mesorregiao;Uf_nome;Uf;Regiao
São João del Rei;São João Del Rei;Campo das Vertentes;Minas Gerais;MG;Sudeste
São João do Manhuaçu;Manhuaçu;Zona da Mata;Minas Gerais;MG;Sudeste
São João do Manteninha;Mantena;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São João do Oriente;Caratinga;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São João do Pacuí;Montes Claros;Norte de Minas;Minas Gerais;MG;Sudeste
São João do Paraíso;Salinas;Norte de Minas;Minas Gerais;MG;Sudeste
São João Evangelista;Guanhães;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São João Nepomuceno;Juiz de Fora;Zona da Mata;Minas Gerais;MG;Sudeste
São Joaquim de Bicas;Belo Horizonte;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
São José da Barra;Passos;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São José da Lapa;Belo Horizonte;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
São José da Safira;Governador Valadares;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São José da Varginha;Pará de Minas;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
São José do Alegre;Santa Rita do Sapucaí;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São José do Divino;Governador Valadares;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São José do Goiabal;Itabira;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
São José do Jacuri;Peçanha;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São José do Mantimento;Manhuaçu;Zona da Mata;Minas Gerais;MG;Sudeste
São Lourenço;São Lourenço;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São Miguel do Anta;Viçosa;Zona da Mata;Minas Gerais;MG;Sudeste
São Pedro da União;São Sebastião do Paraíso;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São Pedro dos Ferros;Ponte Nova;Zona da Mata;Minas Gerais;MG;Sudeste
São Pedro do Suaçuí;Peçanha;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São Romão;Pirapora;Norte de Minas;Minas Gerais;MG;Sudeste
São Roque de Minas;Piuí;Oeste de Minas;Minas Gerais;MG;Sudeste
São Sebastião da Bela Vista;Santa Rita do Sapucaí;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São Sebastião da Vargem Alegre;Muriaé;Zona da Mata;Minas Gerais;MG;Sudeste
São Sebastião do Anta;Caratinga;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São Sebastião do Maranhão;Peçanha;Vale do Rio Doce;Minas Gerais;MG;Sudeste
São Sebastião do Oeste;Divinópolis;Oeste de Minas;Minas Gerais;MG;Sudeste
São Sebastião do Paraíso;São Sebastião do Paraíso;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São Sebastião do Rio Preto;Conceição do Mato Dentro;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
São Sebastião do Rio Verde;São Lourenço;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São Tiago;São João Del Rei;Campo das Vertentes;Minas Gerais;MG;Sudeste
São Tomás de Aquino;São Sebastião do Paraíso;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São Tomé das Letras;Varginha;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
São Vicente de Minas;Andrelândia;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Sapucaí-Mirim;Pouso Alegre;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Sardoá;Guanhães;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Sarzedo;Belo Horizonte;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
Setubinha;Teófilo Otoni;Vale do Mucuri;Minas Gerais;MG;Sudeste
Sem-Peixe;Ponte Nova;Zona da Mata;Minas Gerais;MG;Sudeste
Senador Amaral;Pouso Alegre;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Senador Cortes;Juiz de Fora;Zona da Mata;Minas Gerais;MG;Sudeste
Senador Firmino;Ubá;Zona da Mata;Minas Gerais;MG;Sudeste
Senador José Bento;Pouso Alegre;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Senador Modestino Gonçalves;Diamantina;Jequitinhonha;Minas Gerais;MG;Sudeste
Senhora de Oliveira;Viçosa;Zona da Mata;Minas Gerais;MG;Sudeste
Senhora do Porto;Guanhães;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Senhora dos Remédios;Barbacena;Campo das Vertentes;Minas Gerais;MG;Sudeste
Sericita;Ponte Nova;Zona da Mata;Minas Gerais;MG;Sudeste
Seritinga;Andrelândia;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Serra Azul de Minas;Conceição do Mato Dentro;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
Serra da Saudade;Bom Despacho;Central Mineira;Minas Gerais;MG;Sudeste
Serra dos Aimorés;Nanuque;Vale do Mucuri;Minas Gerais;MG;Sudeste
Serra do Salitre;Patrocínio;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Serrania;Alfenas;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Serranópolis de Minas;Janaúba;Norte de Minas;Minas Gerais;MG;Sudeste
Serranos;Andrelândia;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Serro;Conceição do Mato Dentro;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
Sete Lagoas;Sete Lagoas;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
Silveirânia;Ubá;Zona da Mata;Minas Gerais;MG;Sudeste
Silvianópolis;Santa Rita do Sapucaí;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Simão Pereira;Juiz de Fora;Zona da Mata;Minas Gerais;MG;Sudeste
Simonésia;Manhuaçu;Zona da Mata;Minas Gerais;MG;Sudeste
Sobrália;Governador Valadares;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Soledade de Minas;São Lourenço;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Tabuleiro;Ubá;Zona da Mata;Minas Gerais;MG;Sudeste
Taiobeiras;Salinas;Norte de Minas;Minas Gerais;MG;Sudeste
Taparuba;Aimorés;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Tapira;Araxá;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Tapiraí;Piuí;Oeste de Minas;Minas Gerais;MG;Sudeste
Taquaraçu de Minas;Itabira;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
Tarumirim;Caratinga;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Teixeiras;Viçosa;Zona da Mata;Minas Gerais;MG;Sudeste
Teófilo Otoni;Teófilo Otoni;Vale do Mucuri;Minas Gerais;MG;Sudeste
Timóteo;Ipatinga;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Tiradentes;São João Del Rei;Campo das Vertentes;Minas Gerais;MG;Sudeste
Tiros;Patos de Minas;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Tocantins;Ubá;Zona da Mata;Minas Gerais;MG;Sudeste
Tocos do Moji;Pouso Alegre;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Toledo;Pouso Alegre;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Tombos;Muriaé;Zona da Mata;Minas Gerais;MG;Sudeste
Três Corações;Varginha;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Três Marias;Três Marias;Central Mineira;Minas Gerais;MG;Sudeste
Três Pontas;Varginha;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Tumiritinga;Governador Valadares;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Tupaciguara;Uberlândia;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Turmalina;Capelinha;Jequitinhonha;Minas Gerais;MG;Sudeste
Turvolândia;Santa Rita do Sapucaí;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Ubá;Ubá;Zona da Mata;Minas Gerais;MG;Sudeste
Ubaí;Montes Claros;Norte de Minas;Minas Gerais;MG;Sudeste
Ubaporanga;Caratinga;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Uberaba;Uberaba;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Uberlândia;Uberlândia;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Umburatiba;Nanuque;Vale do Mucuri;Minas Gerais;MG;Sudeste
Unaí;Unaí;Noroeste de Minas;Minas Gerais;MG;Sudeste
União de Minas;Frutal;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Uruana de Minas;Unaí;Noroeste de Minas;Minas Gerais;MG;Sudeste
Urucânia;Ponte Nova;Zona da Mata;Minas Gerais;MG;Sudeste
Urucuia;Januária;Norte de Minas;Minas Gerais;MG;Sudeste
Vargem Alegre;Caratinga;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Vargem Bonita;Piuí;Oeste de Minas;Minas Gerais;MG;Sudeste
Vargem Grande do Rio Pardo;Salinas;Norte de Minas;Minas Gerais;MG;Sudeste
Varginha;Varginha;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Varjão de Minas;Paracatu;Noroeste de Minas;Minas Gerais;MG;Sudeste
Várzea da Palma;Pirapora;Norte de Minas;Minas Gerais;MG;Sudeste
Varzelândia;Montes Claros;Norte de Minas;Minas Gerais;MG;Sudeste
Vazante;Paracatu;Noroeste de Minas;Minas Gerais;MG;Sudeste
Verdelândia;Montes Claros;Norte de Minas;Minas Gerais;MG;Sudeste
Veredinha;Capelinha;Jequitinhonha;Minas Gerais;MG;Sudeste
Veríssimo;Uberaba;Triângulo Mineiro/Alto Paranaíba;Minas Gerais;MG;Sudeste
Vermelho Novo;Ponte Nova;Zona da Mata;Minas Gerais;MG;Sudeste
Vespasiano;Belo Horizonte;Metropolitana de Belo Horizonte;Minas Gerais;MG;Sudeste
Viçosa;Viçosa;Zona da Mata;Minas Gerais;MG;Sudeste
Vieiras;Muriaé;Zona da Mata;Minas Gerais;MG;Sudeste
Mathias Lobato;Governador Valadares;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Virgem da Lapa;Araçuaí;Jequitinhonha;Minas Gerais;MG;Sudeste
Virgínia;Itajubá;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Virginópolis;Guanhães;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Virgolândia;Governador Valadares;Vale do Rio Doce;Minas Gerais;MG;Sudeste
Visconde do Rio Branco;Ubá;Zona da Mata;Minas Gerais;MG;Sudeste
Volta Grande;Cataguases;Zona da Mata;Minas Gerais;MG;Sudeste
Wenceslau Braz;Itajubá;Sul/Sudoeste de Minas;Minas Gerais;MG;Sudeste
Afonso Cláudio;Afonso Cláudio;Central Espírito-santense;Espírito Santo;ES;Sudeste
Águia Branca;Nova Venécia;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Água Doce do Norte;Barra de São Francisco;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Alegre;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Alfredo Chaves;Guarapari;Central Espírito-santense;Espírito Santo;ES;Sudeste
Alto Rio Novo;Colatina;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Anchieta;Guarapari;Central Espírito-santense;Espírito Santo;ES;Sudeste
Apiacá;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Aracruz;Linhares;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Atílio Vivácqua;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Baixo Guandu;Colatina;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Barra de São Francisco;Barra de São Francisco;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Boa Esperança;Nova Venécia;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Bom Jesus do Norte;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Brejetuba;Afonso Cláudio;Central Espírito-santense;Espírito Santo;ES;Sudeste
Cachoeiro de Itapemirim;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Cariacica;Vitória;Central Espírito-santense;Espírito Santo;ES;Sudeste
Castelo;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Colatina;Colatina;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Conceição da Barra;São Mateus;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Conceição do Castelo;Afonso Cláudio;Central Espírito-santense;Espírito Santo;ES;Sudeste
Divino de São Lourenço;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Domingos Martins;Afonso Cláudio;Central Espírito-santense;Espírito Santo;ES;Sudeste
Dores do Rio Preto;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Ecoporanga;Barra de São Francisco;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Fundão;Linhares;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Governador Lindenberg;Colatina;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Guaçuí;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Guarapari;Guarapari;Central Espírito-santense;Espírito Santo;ES;Sudeste
Ibatiba;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Ibiraçu;Linhares;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Ibitirama;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Iconha;Guarapari;Central Espírito-santense;Espírito Santo;ES;Sudeste
Irupi;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Itaguaçu;Santa Teresa;Central Espírito-santense;Espírito Santo;ES;Sudeste
Itapemirim;Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Itarana;Santa Teresa;Central Espírito-santense;Espírito Santo;ES;Sudeste
Iúna;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Jaguaré;São Mateus;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Jerônimo Monteiro;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
João Neiva;Linhares;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Laranja da Terra;Afonso Cláudio;Central Espírito-santense;Espírito Santo;ES;Sudeste
Linhares;Linhares;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Mantenópolis;Barra de São Francisco;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Marataízes;Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Marechal Floriano;Afonso Cláudio;Central Espírito-santense;Espírito Santo;ES;Sudeste
Marilândia;Colatina;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Mimoso do Sul;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Montanha;Montanha;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Mucurici;Montanha;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Muniz Freire;Alegre;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Muqui;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Nova Venécia;Nova Venécia;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Pancas;Colatina;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Pedro Canário;São Mateus;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Pinheiros;Montanha;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Piúma;Guarapari;Central Espírito-santense;Espírito Santo;ES;Sudeste
Ponto Belo;Montanha;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Presidente Kennedy;Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Rio Bananal;Linhares;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Rio Novo do Sul;Guarapari;Central Espírito-santense;Espírito Santo;ES;Sudeste
Santa Leopoldina;Santa Teresa;Central Espírito-santense;Espírito Santo;ES;Sudeste
Santa Maria de Jetibá;Santa Teresa;Central Espírito-santense;Espírito Santo;ES;Sudeste
Santa Teresa;Santa Teresa;Central Espírito-santense;Espírito Santo;ES;Sudeste
São Domingos do Norte;Colatina;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
São Gabriel da Palha;Nova Venécia;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
São José do Calçado;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
São Mateus;São Mateus;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
São Roque do Canaã;Santa Teresa;Central Espírito-santense;Espírito Santo;ES;Sudeste
Serra;Vitória;Central Espírito-santense;Espírito Santo;ES;Sudeste
Sooretama;Linhares;Litoral Norte Espírito-santense;Espírito Santo;ES;Sudeste
Vargem Alta;Cachoeiro de Itapemirim;Sul Espírito-santense;Espírito Santo;ES;Sudeste
Venda Nova do Imigrante;Afonso Cláudio;Central Espírito-santense;Espírito Santo;ES;Sudeste
Viana;Vitória;Central Espírito-santense;Espírito Santo;ES;Sudeste
Vila Pavão;Nova Venécia;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Vila Valério;Nova Venécia;Noroeste Espírito-santense;Espírito Santo;ES;Sudeste
Vila Velha;Vitória;Central Espírito-santense;Espírito Santo;ES;Sudeste
Vitória;Vitória;Central Espírito-santense;Espírito Santo;ES;Sudeste
Angra dos Reis;Baía da Ilha Grande;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Aperibé;Santo Antônio de Pádua;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Araruama;Lagos;Baixadas;Rio de Janeiro;RJ;Sudeste
Areal;Três Rios;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Armação dos Búzios;Lagos;Baixadas;Rio de Janeiro;RJ;Sudeste
Arraial do Cabo;Lagos;Baixadas;Rio de Janeiro;RJ;Sudeste
Barra do Piraí;Barra do Piraí;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Barra Mansa;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Belford Roxo;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Bom Jardim;Nova Friburgo;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Bom Jesus do Itabapoana;Itaperuna;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Cabo Frio;Lagos;Baixadas;Rio de Janeiro;RJ;Sudeste
Cachoeiras de Macacu;Macacu-Caceribu;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Cambuci;Santo Antônio de Pádua;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Carapebus;Macaé;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
Comendador Levy Gasparian;Três Rios;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Campos dos Goytacazes;Campos dos Goytacazes;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
Cantagalo;Cantagalo-Cordeiro;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Cardoso Moreira;Campos dos Goytacazes;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
Carmo;Cantagalo-Cordeiro;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Casimiro de Abreu;Bacia de São João;Baixadas;Rio de Janeiro;RJ;Sudeste
Conceição de Macabu;Macaé;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
Cordeiro;Cantagalo-Cordeiro;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Duas Barras;Nova Friburgo;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Duque de Caxias;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Engenheiro Paulo de Frontin;Vassouras;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Guapimirim;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Iguaba Grande;Lagos;Baixadas;Rio de Janeiro;RJ;Sudeste
Itaboraí;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Itaguaí;Itaguaí;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Italva;Itaperuna;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Itaocara;Santo Antônio de Pádua;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Itaperuna;Itaperuna;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Itatiaia;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Japeri;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Laje do Muriaé;Itaperuna;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Macaé;Macaé;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
Macuco;Cantagalo-Cordeiro;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Magé;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Mangaratiba;Itaguaí;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Maricá;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Mendes;Vassouras;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Mesquita;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Miguel Pereira;Vassouras;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Miracema;Santo Antônio de Pádua;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Natividade;Itaperuna;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Nilópolis;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Niterói;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Nova Friburgo;Nova Friburgo;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Nova Iguaçu;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Paracambi;Vassouras;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Paraíba do Sul;Três Rios;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Paraty;Baía da Ilha Grande;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Paty do Alferes;Vassouras;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Petrópolis;Serrana;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Pinheiral;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Piraí;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Porciúncula;Itaperuna;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Porto Real;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Quatis;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Queimados;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Quissamã;Macaé;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
Resende;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Rio Bonito;Macacu-Caceribu;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Rio Claro;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Rio das Flores;Barra do Piraí;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Rio das Ostras;Bacia de São João;Baixadas;Rio de Janeiro;RJ;Sudeste
Rio de Janeiro;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Santa Maria Madalena;Santa Maria Madalena;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Santo Antônio de Pádua;Santo Antônio de Pádua;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
São Francisco de Itabapoana;Campos dos Goytacazes;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
São Fidélis;Campos dos Goytacazes;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
São Gonçalo;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
São João da Barra;Campos dos Goytacazes;Norte Fluminense;Rio de Janeiro;RJ;Sudeste
São João de Meriti;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
São José de Ubá;Santo Antônio de Pádua;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
São José do Vale do Rio Preto;Serrana;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
São Pedro da Aldeia;Lagos;Baixadas;Rio de Janeiro;RJ;Sudeste
São Sebastião do Alto;Santa Maria Madalena;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Sapucaia;Três Rios;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Saquarema;Lagos;Baixadas;Rio de Janeiro;RJ;Sudeste
Seropédica;Itaguaí;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Silva Jardim;Bacia de São João;Baixadas;Rio de Janeiro;RJ;Sudeste
Sumidouro;Nova Friburgo;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Tanguá;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Teresópolis;Serrana;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Trajano de Moraes;Santa Maria Madalena;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Três Rios;Três Rios;Centro Fluminense;Rio de Janeiro;RJ;Sudeste
Valença;Barra do Piraí;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Varre-Sai;Itaperuna;Noroeste Fluminense;Rio de Janeiro;RJ;Sudeste
Vassouras;Vassouras;Metropolitana do Rio de Janeiro;Rio de Janeiro;RJ;Sudeste
Volta Redonda;Vale do Paraíba Fluminense;Sul Fluminense;Rio de Janeiro;RJ;Sudeste
Adamantina;Adamantina;Presidente Prudente;São Paulo;SP;Sudeste
Adolfo;São José do Rio Preto;São José do Rio Preto;São Paulo;SP;Sudeste
Aguaí;Pirassununga;Campinas;São Paulo;SP;Sudeste
Águas da Prata;São João da Boa Vista;Campinas;São Paulo;SP;Sudeste
Águas de Lindóia;Amparo;Campinas;São Paulo;SP;Sudeste
Águas de Santa Bárbara;Avaré;Bauru;São Paulo;SP;Sudeste
Águas de São Pedro;Piracicaba;Piracicaba;São Paulo;SP;Sudeste
Agudos;Bauru;Bauru;São Paulo;SP;Sudeste
Alambari;Itapetininga;Itapetininga;São Paulo;SP;Sudeste
Alfredo Marcondes;Presidente Prudente;Presidente Prudente;São Paulo;SP;Sudeste
Altair;São José do Rio Preto;São José do Rio Preto;São Paulo;SP;Sudeste
